Csaladihaz;;;;
Elem ID;Egyedi ID;ARCHICAD Classification - 22;Érintett helyiség neve;Követelmények
Frame-Bnd-715;F44180A6-75C8-4769-B785-81A90E1AF497;Curtain Wall Frame;;3-7-Hőátbocsátás#9-5-Forma#7-2-Ökológiai lábnyom#7-5-Akadálymentesítés#9-10-Léghang gátlás#9-9-Színhasználat#
Frame-Bnd-716;55475023-46FA-420E-BDF7-D700E56B9B85;Curtain Wall Frame;;7-1-Hőátbocsátás#5-1-Forma#2-1-Ökológiai lábnyom#5-9-Akadálymentesítés#4-8-Léghang gátlás#10-2-Színhasználat#
Frame-Bnd-716;9F2CA57D-BF73-4D50-A285-67880FA3D4B0;Curtain Wall Frame;;6-9-Hőátbocsátás#3-3-Forma#7-2-Ökológiai lábnyom#1-7-Akadálymentesítés#9-5-Léghang gátlás#6-2-Színhasználat#
Frame-Bnd-717;278AD59D-2BBE-4AEC-B468-8393A9E49015;Curtain Wall Frame;;3-9-Hőátbocsátás#4-8-Forma#4-3-Ökológiai lábnyom#2-8-Akadálymentesítés#4-1-Léghang gátlás#1-4-Színhasználat#
Frame-Bnd-717;D15A5FF1-A4C5-44DD-84AD-32236B621586;Curtain Wall Frame;;6-4-Hőátbocsátás#5-9-Forma#7-10-Ökológiai lábnyom#2-2-Akadálymentesítés#7-6-Léghang gátlás#10-5-Színhasználat#
Frame-Bnd-718;3CC71BCA-90EB-4135-8715-3CEB4C19A25D;Curtain Wall Frame;;6-9-Hőátbocsátás#2-1-Forma#2-5-Ökológiai lábnyom#8-1-Akadálymentesítés#7-7-Léghang gátlás#6-4-Színhasználat#
Frame-Bnd-718;CEFFFC07-8200-4EAB-9DC0-309FD9A5D7BB;Curtain Wall Frame;;5-3-Hőátbocsátás#1-1-Forma#7-6-Ökológiai lábnyom#2-8-Akadálymentesítés#4-6-Léghang gátlás#3-7-Színhasználat#
Frame-Bnd-719;7C51FA13-E938-4AA8-842A-141E41CEF94D;Curtain Wall Frame;;3-9-Hőátbocsátás#2-3-Forma#6-5-Ökológiai lábnyom#2-2-Akadálymentesítés#1-6-Léghang gátlás#8-8-Színhasználat#
Frame-Bnd-719;86E7B3BE-DAC2-48FC-9127-618D6097BFDD;Curtain Wall Frame;;8-9-Hőátbocsátás#7-10-Forma#4-8-Ökológiai lábnyom#8-9-Akadálymentesítés#4-6-Léghang gátlás#5-8-Színhasználat#
Frame-Bnd-720;AAAF18D9-F5E8-4896-B9AF-DB24D3B2ECD7;Curtain Wall Frame;;2-4-Hőátbocsátás#8-8-Forma#1-7-Ökológiai lábnyom#10-2-Akadálymentesítés#9-3-Léghang gátlás#8-8-Színhasználat#
Frame-Bnd-720;CF6925FF-903B-45DE-9A8A-3A409F7619C8;Curtain Wall Frame;;10-7-Hőátbocsátás#1-2-Forma#10-7-Ökológiai lábnyom#10-8-Akadálymentesítés#8-9-Léghang gátlás#10-8-Színhasználat#
Frame-Bnd-721;593DCF2A-5E23-49CE-83CE-C1929DB41DE2;Curtain Wall Frame;;10-6-Hőátbocsátás#6-8-Forma#9-3-Ökológiai lábnyom#2-1-Akadálymentesítés#9-4-Léghang gátlás#1-5-Színhasználat#
Frame-Bnd-721;CBEF5652-8617-45EE-9F22-9F3D93A510C8;Curtain Wall Frame;;4-10-Hőátbocsátás#2-7-Forma#4-7-Ökológiai lábnyom#6-8-Akadálymentesítés#9-9-Léghang gátlás#3-10-Színhasználat#
Frame-Bnd-722;4F8F322A-1132-4A0E-95AD-60C1EFB70483;Curtain Wall Frame;;7-6-Hőátbocsátás#3-10-Forma#1-9-Ökológiai lábnyom#1-7-Akadálymentesítés#7-6-Léghang gátlás#8-6-Színhasználat#
Frame-Bnd-722;D052F81A-3D29-4C16-A4A1-88DA5A1A1211;Curtain Wall Frame;;4-1-Hőátbocsátás#9-2-Forma#8-7-Ökológiai lábnyom#7-10-Akadálymentesítés#9-1-Léghang gátlás#9-6-Színhasználat#
Frame-Bnd-723;AE032F9A-6564-4B01-BE5F-CE68E3EFB3C7;Curtain Wall Frame;;3-8-Hőátbocsátás#3-5-Forma#10-5-Ökológiai lábnyom#8-2-Akadálymentesítés#6-8-Léghang gátlás#4-7-Színhasználat#
Frame-Bnd-723;D2B23134-9FE3-493A-9141-45842D7DBC5C;Curtain Wall Frame;;7-9-Hőátbocsátás#6-5-Forma#9-9-Ökológiai lábnyom#1-2-Akadálymentesítés#10-10-Léghang gátlás#8-3-Színhasználat#
Frame-Bnd-724;1848F043-2E2D-4A32-A40D-239B17D76DBB;Curtain Wall Frame;;2-8-Hőátbocsátás#9-5-Forma#6-10-Ökológiai lábnyom#2-9-Akadálymentesítés#4-2-Léghang gátlás#5-7-Színhasználat#
Frame-Bnd-724;F1A857A8-CBF0-4AF3-85EC-0C2E49BF5BDA;Curtain Wall Frame;;9-9-Hőátbocsátás#8-8-Forma#10-4-Ökológiai lábnyom#8-2-Akadálymentesítés#5-3-Léghang gátlás#10-2-Színhasználat#
Frame-Bnd-725;500F50E8-4623-485E-BCD5-9EEB97873336;Curtain Wall Frame;;7-10-Hőátbocsátás#7-8-Forma#10-10-Ökológiai lábnyom#5-8-Akadálymentesítés#8-5-Léghang gátlás#2-9-Színhasználat#
Frame-Bnd-725;93F094E7-64F3-40CF-84B4-E838F857D562;Curtain Wall Frame;;1-6-Hőátbocsátás#8-8-Forma#4-7-Ökológiai lábnyom#4-4-Akadálymentesítés#3-1-Léghang gátlás#2-2-Színhasználat#
Frame-Bnd-726;D635C7FF-3123-46FF-B22A-E7E40F173659;Curtain Wall Frame;;5-4-Hőátbocsátás#7-3-Forma#3-9-Ökológiai lábnyom#9-5-Akadálymentesítés#10-4-Léghang gátlás#5-5-Színhasználat#
Frame-Bnd-726;F6D3C282-F467-40B8-90D6-FCB18ED80312;Curtain Wall Frame;;10-10-Hőátbocsátás#3-6-Forma#1-6-Ökológiai lábnyom#2-8-Akadálymentesítés#2-7-Léghang gátlás#7-7-Színhasználat#
Frame-Bnd-727;2B65B32E-8531-46C5-8324-03AE238C5887;Curtain Wall Frame;;4-2-Hőátbocsátás#1-3-Forma#4-9-Ökológiai lábnyom#2-7-Akadálymentesítés#10-7-Léghang gátlás#10-1-Színhasználat#
Frame-Bnd-727;82AED56F-7498-48D6-9606-665B0325AE56;Curtain Wall Frame;;7-9-Hőátbocsátás#9-5-Forma#7-2-Ökológiai lábnyom#6-3-Akadálymentesítés#3-3-Léghang gátlás#5-7-Színhasználat#
Frame-Bnd-728;11807B37-FC2B-4718-919B-75F4E9D4C7B0;Curtain Wall Frame;;6-8-Hőátbocsátás#3-1-Forma#7-8-Ökológiai lábnyom#9-7-Akadálymentesítés#8-3-Léghang gátlás#7-5-Színhasználat#
Frame-Bnd-728;F551C129-47DF-4386-9957-A6C22B8FB321;Curtain Wall Frame;;7-2-Hőátbocsátás#10-4-Forma#1-3-Ökológiai lábnyom#5-6-Akadálymentesítés#7-8-Léghang gátlás#6-10-Színhasználat#
Frame-Bnd-729;8AB8BA4D-990B-4EB1-A8E0-578C301EC838;Curtain Wall Frame;;7-4-Hőátbocsátás#5-4-Forma#7-4-Ökológiai lábnyom#8-2-Akadálymentesítés#3-10-Léghang gátlás#2-1-Színhasználat#
Frame-Bnd-729;CF61738D-538C-4941-9EC4-3E8AAACA3404;Curtain Wall Frame;;3-7-Hőátbocsátás#3-8-Forma#10-9-Ökológiai lábnyom#8-3-Akadálymentesítés#5-10-Léghang gátlás#9-1-Színhasználat#
Frame-Bnd-730;AE9AD88E-7BB9-4F67-8BF0-9FF4D50AE4DA;Curtain Wall Frame;;7-9-Hőátbocsátás#2-6-Forma#4-4-Ökológiai lábnyom#10-5-Akadálymentesítés#6-7-Léghang gátlás#9-8-Színhasználat#
Frame-Bnd-730;F7F4DF5C-C632-4C42-A553-1B7CFD762783;Curtain Wall Frame;;6-1-Hőátbocsátás#1-7-Forma#8-1-Ökológiai lábnyom#4-9-Akadálymentesítés#7-4-Léghang gátlás#9-4-Színhasználat#
Frame-Bnd-731;6F43A1F1-2368-4B8D-AA06-9E58C68F177C;Curtain Wall Frame;;8-9-Hőátbocsátás#9-2-Forma#8-9-Ökológiai lábnyom#4-6-Akadálymentesítés#6-2-Léghang gátlás#5-4-Színhasználat#
Frame-Bnd-731;786E5783-E828-4C94-9C66-F611BD963805;Curtain Wall Frame;;7-10-Hőátbocsátás#4-1-Forma#10-8-Ökológiai lábnyom#9-1-Akadálymentesítés#2-10-Léghang gátlás#10-7-Színhasználat#
Frame-Bnd-732;43CFE333-D1DC-4A4B-85EB-2EF5B38B461B;Curtain Wall Frame;;4-4-Hőátbocsátás#4-1-Forma#5-7-Ökológiai lábnyom#3-9-Akadálymentesítés#6-10-Léghang gátlás#8-9-Színhasználat#
Frame-Bnd-732;B0FCE9D0-D2E4-4BBF-A131-A36B17C4697A;Curtain Wall Frame;;8-1-Hőátbocsátás#9-4-Forma#7-4-Ökológiai lábnyom#2-6-Akadálymentesítés#7-5-Léghang gátlás#10-6-Színhasználat#
Frame-Bnd-733;0AD244A6-A2CC-48A0-AC3D-EB2F90735FD9;Curtain Wall Frame;;5-8-Hőátbocsátás#5-10-Forma#8-2-Ökológiai lábnyom#8-2-Akadálymentesítés#1-6-Léghang gátlás#9-4-Színhasználat#
Frame-Bnd-733;C6D90FCB-ED60-4C3C-B7DF-60393E1D90A0;Curtain Wall Frame;;3-3-Hőátbocsátás#8-5-Forma#10-7-Ökológiai lábnyom#3-1-Akadálymentesítés#4-8-Léghang gátlás#2-1-Színhasználat#
Frame-Bnd-734;1CB67A43-0A0F-4B3B-8EB6-8532DC0EADC1;Curtain Wall Frame;;5-3-Hőátbocsátás#6-1-Forma#6-1-Ökológiai lábnyom#3-9-Akadálymentesítés#7-3-Léghang gátlás#5-3-Színhasználat#
Frame-Bnd-734;8402F51D-83E8-4460-9503-85974984F20B;Curtain Wall Frame;;5-2-Hőátbocsátás#7-6-Forma#6-2-Ökológiai lábnyom#1-7-Akadálymentesítés#2-3-Léghang gátlás#3-5-Színhasználat#
Frame-Bnd-735;A1C8BDC1-54B8-4F2C-BC06-E7A4839A4561;Curtain Wall Frame;;8-7-Hőátbocsátás#9-3-Forma#6-6-Ökológiai lábnyom#5-4-Akadálymentesítés#5-4-Léghang gátlás#6-4-Színhasználat#
Frame-Bnd-735;C231E4DE-A003-4E15-83F1-9AEA1CD410D2;Curtain Wall Frame;;4-3-Hőátbocsátás#8-4-Forma#10-8-Ökológiai lábnyom#3-7-Akadálymentesítés#9-6-Léghang gátlás#7-6-Színhasználat#
Frame-Bnd-736;85099F45-034F-49EF-93D9-17B50134A9DC;Curtain Wall Frame;;3-9-Hőátbocsátás#2-3-Forma#7-4-Ökológiai lábnyom#6-10-Akadálymentesítés#9-7-Léghang gátlás#1-3-Színhasználat#
Frame-Bnd-736;D5A83FF7-F29A-4582-A660-0EA63A38C8B8;Curtain Wall Frame;;8-3-Hőátbocsátás#10-8-Forma#10-5-Ökológiai lábnyom#3-8-Akadálymentesítés#10-10-Léghang gátlás#5-8-Színhasználat#
Frame-Bnd-737;767193A3-9343-40D5-9606-5FE190628C9A;Curtain Wall Frame;;5-6-Hőátbocsátás#7-6-Forma#9-7-Ökológiai lábnyom#9-9-Akadálymentesítés#4-9-Léghang gátlás#1-3-Színhasználat#
Frame-Bnd-737;E379DFB5-4BAB-4928-AB50-F81F4ACD9853;Curtain Wall Frame;;1-7-Hőátbocsátás#3-10-Forma#1-10-Ökológiai lábnyom#4-8-Akadálymentesítés#10-7-Léghang gátlás#4-6-Színhasználat#
Frame-Bnd-738;344B2864-0793-4643-8268-A084AE87E0B9;Curtain Wall Frame;;3-9-Hőátbocsátás#4-7-Forma#9-4-Ökológiai lábnyom#5-5-Akadálymentesítés#1-1-Léghang gátlás#9-2-Színhasználat#
Frame-Bnd-738;46470679-7AE9-4F21-AD4C-432971C799E1;Curtain Wall Frame;;2-9-Hőátbocsátás#7-6-Forma#9-7-Ökológiai lábnyom#5-8-Akadálymentesítés#8-6-Léghang gátlás#4-2-Színhasználat#
Frame-Bnd-739;352C53C0-F0D4-4445-8CA3-022C2DFC0FF6;Curtain Wall Frame;;1-9-Hőátbocsátás#1-6-Forma#5-5-Ökológiai lábnyom#5-4-Akadálymentesítés#4-7-Léghang gátlás#9-9-Színhasználat#
Frame-Bnd-739;6004D584-0007-4EFB-8EBD-E2941E6D2896;Curtain Wall Frame;;5-9-Hőátbocsátás#2-10-Forma#1-6-Ökológiai lábnyom#10-3-Akadálymentesítés#9-8-Léghang gátlás#3-3-Színhasználat#
Frame-Bnd-740;43390A34-EE0E-4CD2-A565-53714CB2BC59;Curtain Wall Frame;;8-10-Hőátbocsátás#5-5-Forma#9-9-Ökológiai lábnyom#7-3-Akadálymentesítés#1-7-Léghang gátlás#5-9-Színhasználat#
Frame-Bnd-740;A0825BD5-E491-42A6-A22D-CCFC872CBBF1;Curtain Wall Frame;;7-10-Hőátbocsátás#1-7-Forma#8-1-Ökológiai lábnyom#8-4-Akadálymentesítés#7-6-Léghang gátlás#1-4-Színhasználat#
Frame-Bnd-741;644D1320-DA0C-47F9-BCD7-8AA85794E311;Curtain Wall Frame;;9-2-Hőátbocsátás#6-4-Forma#8-6-Ökológiai lábnyom#2-10-Akadálymentesítés#2-5-Léghang gátlás#1-4-Színhasználat#
Frame-Bnd-741;BA47073C-6C77-43A7-9AB6-52C883E4CBA5;Curtain Wall Frame;;2-5-Hőátbocsátás#5-5-Forma#4-7-Ökológiai lábnyom#4-5-Akadálymentesítés#6-6-Léghang gátlás#5-5-Színhasználat#
Frame-Bnd-742;7F571CB3-6051-431C-B5F5-B780226AEAA7;Curtain Wall Frame;;8-6-Hőátbocsátás#9-2-Forma#7-3-Ökológiai lábnyom#1-10-Akadálymentesítés#10-3-Léghang gátlás#9-4-Színhasználat#
Frame-Bnd-742;9D427A65-B9ED-4B31-83B9-FCDC378F3622;Curtain Wall Frame;;6-2-Hőátbocsátás#2-4-Forma#3-10-Ökológiai lábnyom#4-3-Akadálymentesítés#1-5-Léghang gátlás#1-3-Színhasználat#
Frame-Bnd-743;5D39F84C-758F-4E37-9318-FE6924C024A9;Curtain Wall Frame;;8-10-Hőátbocsátás#8-9-Forma#2-8-Ökológiai lábnyom#6-10-Akadálymentesítés#10-6-Léghang gátlás#3-2-Színhasználat#
Frame-Bnd-743;5E078F82-66E8-49DB-A149-09F4DF4B0FC5;Curtain Wall Frame;;10-9-Hőátbocsátás#8-8-Forma#1-2-Ökológiai lábnyom#4-3-Akadálymentesítés#4-3-Léghang gátlás#5-2-Színhasználat#
Frame-Bnd-744;06E89AD5-9793-4E5E-81AF-D61FBE0E9F10;Curtain Wall Frame;;5-9-Hőátbocsátás#8-3-Forma#7-9-Ökológiai lábnyom#2-4-Akadálymentesítés#3-7-Léghang gátlás#10-8-Színhasználat#
Frame-Bnd-744;DFE2D423-6186-40EC-AA61-D267DA45ED01;Curtain Wall Frame;;2-9-Hőátbocsátás#4-9-Forma#5-1-Ökológiai lábnyom#7-6-Akadálymentesítés#4-3-Léghang gátlás#2-6-Színhasználat#
Frame-Bnd-745;07F205C9-4B1B-44C1-9C56-3061A4219FE3;Curtain Wall Frame;;4-3-Hőátbocsátás#10-7-Forma#2-1-Ökológiai lábnyom#7-3-Akadálymentesítés#8-3-Léghang gátlás#1-4-Színhasználat#
Frame-Bnd-745;BD690AE9-FA45-4362-AE6C-7F5AFB4AA578;Curtain Wall Frame;;1-8-Hőátbocsátás#9-7-Forma#9-6-Ökológiai lábnyom#4-1-Akadálymentesítés#8-8-Léghang gátlás#1-2-Színhasználat#
Frame-Bnd-746;3EEA8D4C-4087-455E-8828-F2E9C54C1EA2;Curtain Wall Frame;;7-8-Hőátbocsátás#9-4-Forma#8-7-Ökológiai lábnyom#9-6-Akadálymentesítés#7-5-Léghang gátlás#10-3-Színhasználat#
Frame-Bnd-746;871BE8CE-3B4C-4651-91E8-B83206AF48FB;Curtain Wall Frame;;8-4-Hőátbocsátás#4-1-Forma#9-8-Ökológiai lábnyom#9-9-Akadálymentesítés#2-8-Léghang gátlás#8-3-Színhasználat#
Frame-Bnd-747;B07545C1-FB8C-4E31-A274-0D9FA28B7455;Curtain Wall Frame;;10-4-Hőátbocsátás#9-4-Forma#8-4-Ökológiai lábnyom#10-2-Akadálymentesítés#8-10-Léghang gátlás#4-1-Színhasználat#
Frame-Bnd-748;B737159F-6941-49EF-8F06-517F4ED47FB5;Curtain Wall Frame;;9-7-Hőátbocsátás#2-5-Forma#1-7-Ökológiai lábnyom#3-8-Akadálymentesítés#2-4-Léghang gátlás#4-4-Színhasználat#
Frame-Bnd-749;0240AC99-F63E-4B7E-804A-A173B1C70B5C;Curtain Wall Frame;;8-4-Hőátbocsátás#7-9-Forma#4-6-Ökológiai lábnyom#2-1-Akadálymentesítés#1-10-Léghang gátlás#1-9-Színhasználat#
Frame-Bnd-750;8937AEE3-1CB4-4A5E-AA3C-6A0C7A23CDA6;Curtain Wall Frame;;3-9-Hőátbocsátás#8-7-Forma#4-6-Ökológiai lábnyom#10-4-Akadálymentesítés#2-3-Léghang gátlás#3-10-Színhasználat#
Frame-Bnd-751;74B3A6E6-6B5E-454B-99F8-F3C64774B6B3;Curtain Wall Frame;;6-8-Hőátbocsátás#1-8-Forma#9-6-Ökológiai lábnyom#3-7-Akadálymentesítés#5-6-Léghang gátlás#10-4-Színhasználat#
Frame-Bnd-752;E45A04FB-4886-4B65-A855-556192A137A9;Curtain Wall Frame;;7-3-Hőátbocsátás#5-1-Forma#3-1-Ökológiai lábnyom#1-4-Akadálymentesítés#5-5-Léghang gátlás#6-5-Színhasználat#
Frame-Bnd-753;E0833248-D3E5-4497-B716-7F644EC6E2CD;Curtain Wall Frame;;4-2-Hőátbocsátás#4-5-Forma#8-5-Ökológiai lábnyom#8-10-Akadálymentesítés#3-5-Léghang gátlás#6-9-Színhasználat#
Frame-Bnd-754;2AE0C6C0-4C90-48BD-82DC-91D0C8742B97;Curtain Wall Frame;;8-6-Hőátbocsátás#4-10-Forma#3-7-Ökológiai lábnyom#6-9-Akadálymentesítés#6-10-Léghang gátlás#9-7-Színhasználat#
Frame-Bnd-755;EF3D678B-3299-4021-A953-F5CD68417925;Curtain Wall Frame;;1-10-Hőátbocsátás#3-6-Forma#3-1-Ökológiai lábnyom#8-10-Akadálymentesítés#5-3-Léghang gátlás#9-8-Színhasználat#
Frame-Bnd-756;560CA50C-53D2-4DC4-8FA2-D75BA5E688FF;Curtain Wall Frame;;10-1-Hőátbocsátás#9-4-Forma#6-1-Ökológiai lábnyom#6-1-Akadálymentesítés#4-7-Léghang gátlás#5-9-Színhasználat#
Frame-Bnd-757;79830237-61EE-484D-B451-2CD6267A14CF;Curtain Wall Frame;;4-9-Hőátbocsátás#9-7-Forma#6-4-Ökológiai lábnyom#7-7-Akadálymentesítés#5-8-Léghang gátlás#4-8-Színhasználat#
Frame-Bnd-758;CAA71B50-85D1-45CC-B94C-75F2C9766549;Curtain Wall Frame;;1-9-Hőátbocsátás#7-9-Forma#6-3-Ökológiai lábnyom#6-4-Akadálymentesítés#4-3-Léghang gátlás#7-7-Színhasználat#
Frame-Bnd-759;BE0B8A7D-FAF6-46F0-A83E-A533D80EA4A8;Curtain Wall Frame;;10-5-Hőátbocsátás#8-7-Forma#2-10-Ökológiai lábnyom#5-6-Akadálymentesítés#4-6-Léghang gátlás#9-1-Színhasználat#
Frame-Bnd-760;3289C665-AF53-483C-B25F-B5720714DF7B;Curtain Wall Frame;;3-2-Hőátbocsátás#2-5-Forma#3-8-Ökológiai lábnyom#10-3-Akadálymentesítés#7-4-Léghang gátlás#3-7-Színhasználat#
Frame-Bnd-761;C9093C16-65F2-4E21-B00F-C32EB2761138;Curtain Wall Frame;;8-9-Hőátbocsátás#9-4-Forma#5-10-Ökológiai lábnyom#7-1-Akadálymentesítés#9-10-Léghang gátlás#3-4-Színhasználat#
Frame-Bnd-762;1736B926-BD3A-41BC-A89B-E6453E568D38;Curtain Wall Frame;;10-10-Hőátbocsátás#8-1-Forma#5-1-Ökológiai lábnyom#8-6-Akadálymentesítés#1-2-Léghang gátlás#10-6-Színhasználat#
Frame-Bnd-763;47C48FB3-FA68-43BF-9EED-9CA51383959D;Curtain Wall Frame;;8-2-Hőátbocsátás#7-4-Forma#7-2-Ökológiai lábnyom#7-8-Akadálymentesítés#8-3-Léghang gátlás#3-10-Színhasználat#
Frame-Bnd-764;6476D3CD-7D0E-40DE-9FB7-E1FD584B0AF7;Curtain Wall Frame;;10-4-Hőátbocsátás#4-6-Forma#7-1-Ökológiai lábnyom#7-8-Akadálymentesítés#10-4-Léghang gátlás#5-1-Színhasználat#
Frame-Bnd-765;10A587E8-5DD6-46EA-BAAB-3E54E7449B48;Curtain Wall Frame;;3-10-Hőátbocsátás#7-1-Forma#9-2-Ökológiai lábnyom#6-1-Akadálymentesítés#3-6-Léghang gátlás#5-10-Színhasználat#
Frame-Bnd-766;501E9AEF-51FF-4BCB-90C7-E9847D04EC88;Curtain Wall Frame;;2-6-Hőátbocsátás#3-1-Forma#9-2-Ökológiai lábnyom#10-3-Akadálymentesítés#2-9-Léghang gátlás#4-10-Színhasználat#
Frame-Bnd-767;803B3C10-FD6F-475B-98B3-20611AE11579;Curtain Wall Frame;;1-9-Hőátbocsátás#6-3-Forma#3-7-Ökológiai lábnyom#6-4-Akadálymentesítés#6-6-Léghang gátlás#5-4-Színhasználat#
Frame-Bnd-768;C14750D9-3ABF-4E32-BE1D-0A67216777D3;Curtain Wall Frame;;4-8-Hőátbocsátás#5-8-Forma#9-6-Ökológiai lábnyom#4-3-Akadálymentesítés#4-6-Léghang gátlás#5-7-Színhasználat#
Frame-Bnd-769;C575449B-C29B-4659-A05D-4BCD1420D609;Curtain Wall Frame;;4-3-Hőátbocsátás#10-10-Forma#8-2-Ökológiai lábnyom#10-5-Akadálymentesítés#3-5-Léghang gátlás#1-4-Színhasználat#
Frame-Bnd-770;3B4868D7-95CE-4EE2-86A6-C74775828E34;Curtain Wall Frame;;4-3-Hőátbocsátás#4-7-Forma#9-4-Ökológiai lábnyom#7-7-Akadálymentesítés#10-9-Léghang gátlás#7-4-Színhasználat#
Frame-Bnd-771;C6093658-A451-4175-85C7-2C7A1F78EAB5;Curtain Wall Frame;;1-7-Hőátbocsátás#4-7-Forma#1-9-Ökológiai lábnyom#5-3-Akadálymentesítés#1-4-Léghang gátlás#9-8-Színhasználat#
Frame-Bnd-772;0360A1F1-CE5A-4D8C-8A27-5F6C2B86C7BC;Curtain Wall Frame;;10-3-Hőátbocsátás#5-4-Forma#7-10-Ökológiai lábnyom#2-2-Akadálymentesítés#7-6-Léghang gátlás#3-5-Színhasználat#
Frame-Bnd-773;E21FD57E-7306-4B44-B8B0-8B0BD3FB8D42;Curtain Wall Frame;;7-9-Hőátbocsátás#9-2-Forma#9-1-Ökológiai lábnyom#4-2-Akadálymentesítés#6-8-Léghang gátlás#1-7-Színhasználat#
Frame-Bnd-774;5A85C3AE-1143-4395-A737-4A20299C6307;Curtain Wall Frame;;7-1-Hőátbocsátás#3-7-Forma#6-9-Ökológiai lábnyom#4-2-Akadálymentesítés#1-4-Léghang gátlás#10-8-Színhasználat#
Frame-Bnd-775;EA630165-7004-4C07-8B13-31AC2C06756D;Curtain Wall Frame;;8-8-Hőátbocsátás#5-7-Forma#3-4-Ökológiai lábnyom#6-6-Akadálymentesítés#6-5-Léghang gátlás#6-5-Színhasználat#
Frame-Bnd-776;796A3D04-1DD3-4600-A922-37E386A0D81A;Curtain Wall Frame;;4-5-Hőátbocsátás#9-4-Forma#3-4-Ökológiai lábnyom#10-1-Akadálymentesítés#5-4-Léghang gátlás#10-2-Színhasználat#
Frame-Bnd-777;FD88A1E2-9492-498B-B313-9B4E371FF398;Curtain Wall Frame;;6-9-Hőátbocsátás#6-2-Forma#4-6-Ökológiai lábnyom#2-4-Akadálymentesítés#3-3-Léghang gátlás#1-7-Színhasználat#
Frame-Bnd-778;F5536EA2-FB87-4A32-9CF7-F716054E413A;Curtain Wall Frame;;9-6-Hőátbocsátás#2-3-Forma#1-2-Ökológiai lábnyom#1-7-Akadálymentesítés#7-1-Léghang gátlás#6-6-Színhasználat#
Frame-Bnd-779;FAE18E8D-E9D0-4F20-AADE-C36A5C109078;Curtain Wall Frame;;3-8-Hőátbocsátás#1-5-Forma#4-10-Ökológiai lábnyom#2-1-Akadálymentesítés#5-2-Léghang gátlás#2-5-Színhasználat#
Frame-Bnd-780;34E2BBCE-249C-41F9-9AF6-5005A4832036;Curtain Wall Frame;;4-2-Hőátbocsátás#9-1-Forma#2-4-Ökológiai lábnyom#5-8-Akadálymentesítés#3-9-Léghang gátlás#8-6-Színhasználat#
Frame-Bnd-781;A6BAE4C2-9E5F-403B-9EC7-E0FF074C0D11;Curtain Wall Frame;;3-8-Hőátbocsátás#5-4-Forma#9-2-Ökológiai lábnyom#9-10-Akadálymentesítés#2-9-Léghang gátlás#7-7-Színhasználat#
Frame-Bnd-782;4BEFDA83-5D48-4859-BA12-0D50697F4F9B;Curtain Wall Frame;;1-10-Hőátbocsátás#7-4-Forma#4-6-Ökológiai lábnyom#9-9-Akadálymentesítés#7-2-Léghang gátlás#7-3-Színhasználat#
Frame-Bnd-783;2962DFB2-05D1-47C0-A658-F784B8D49459;Curtain Wall Frame;;6-1-Hőátbocsátás#9-10-Forma#3-9-Ökológiai lábnyom#5-1-Akadálymentesítés#3-7-Léghang gátlás#6-3-Színhasználat#
Frame-Bnd-784;4B193B4C-5729-4D2C-85CF-EAD0395756B6;Curtain Wall Frame;;2-2-Hőátbocsátás#4-4-Forma#7-7-Ökológiai lábnyom#5-1-Akadálymentesítés#9-7-Léghang gátlás#9-10-Színhasználat#
Frame-Bnd-785;04C7CDC4-608B-4795-9A14-314FE908C76E;Curtain Wall Frame;;9-6-Hőátbocsátás#5-7-Forma#2-4-Ökológiai lábnyom#8-10-Akadálymentesítés#7-9-Léghang gátlás#1-10-Színhasználat#
Frame-Bnd-786;3F609F1E-82BD-44BB-8671-E19C8F7F7192;Curtain Wall Frame;;1-2-Hőátbocsátás#5-9-Forma#8-9-Ökológiai lábnyom#5-1-Akadálymentesítés#7-4-Léghang gátlás#6-8-Színhasználat#
Frame-Bnd-787;0F24CF63-FD1F-4573-9E5F-92C4013E12E7;Curtain Wall Frame;;8-7-Hőátbocsátás#3-1-Forma#3-4-Ökológiai lábnyom#7-2-Akadálymentesítés#3-6-Léghang gátlás#2-4-Színhasználat#
Frame-Bnd-788;27A113EC-7BE8-4C01-89A8-B33FFC29291F;Curtain Wall Frame;;2-1-Hőátbocsátás#4-6-Forma#3-8-Ökológiai lábnyom#7-2-Akadálymentesítés#6-8-Léghang gátlás#1-6-Színhasználat#
Frame-Bnd-789;DA4F0144-7BB3-406E-A6BC-FD33DAB2A35E;Curtain Wall Frame;;6-5-Hőátbocsátás#2-1-Forma#4-9-Ökológiai lábnyom#3-7-Akadálymentesítés#4-3-Léghang gátlás#8-7-Színhasználat#
Frame-Bnd-790;7A801CE7-71BF-448D-B31B-845CAE50C0C5;Curtain Wall Frame;;1-9-Hőátbocsátás#8-2-Forma#7-1-Ökológiai lábnyom#9-8-Akadálymentesítés#9-1-Léghang gátlás#4-8-Színhasználat#
Frame-Bnd-791;335FB758-FCB5-4104-9D7E-0E4BE1A309B7;Curtain Wall Frame;;8-5-Hőátbocsátás#8-2-Forma#4-6-Ökológiai lábnyom#6-6-Akadálymentesítés#9-9-Léghang gátlás#2-2-Színhasználat#
Frame-Bnd-792;284E619F-CDA3-43E6-9AC5-C9490533D327;Curtain Wall Frame;;6-6-Hőátbocsátás#8-4-Forma#5-2-Ökológiai lábnyom#9-10-Akadálymentesítés#4-1-Léghang gátlás#2-3-Színhasználat#
